Search results for "W"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Pincher Creek	WPC	Pincher Creek	WPC
Port Berge Vaovao	WPB	Port Berge Vaovao	WPB
Porvenir	WPR	Captain F. Martinez	WPR
Powell River	YPW	Powell Lake SPB	WPL
Pretoria	PRY	Waterkloof AFB	WKF
Puerto Aisen	WPA	Cabo Juan Roman	WPA
Puerto Williams	WPU	Guardiamarina Zanartu	WPU
Schleswig	WBG	Jagel	WBG
Selawik	WLK	Selawik	WLK
Seram Island	WBA	Wahai	WBA
Shirley	WSH	Brookhaven	WSH
Shiyan	WDS	Wudangshan	WDS
South Naknek	WSN	South Naknek	WSN
Steamboat Bay	WSB	Sea Plane Base	WSB
Stebbins	WBB	Stebbins	WBB
Tambohorano	WTA	Tambohorano	WTA
Toowoomba	TWB	Brisbane West Wellcamp	WTB
Tsiroanomandidy	WTS	Tsiroanomandidy	WTS
Tuntutuliak	WTL	Tuntutuliak	WTL
Uonquen	WOK	Uonquen	WOK
Urad Middle Banner	WZQ	Urad Middle Banner	WZQ
Vernon	WIB	Wilbarger County	WIB
Wabag	WAB	Wabag	WAB
Wabo	WAO	Wabo	WAO
Waca	WAC	Waca	WAC
Waddington	WTN	RAF Station	WTN
Wadi Ain	WDA	Wadi Ain	WDA
Wadi al Dawaser	WAE	Wadi al Dawaser	WAE
Wadi Halfa	WHF	Wadi Halfa	WHF
Wagau	WGU	Wagau	WGU
Wagga Wagga	WGA	Wagga Wagga	WGA
Waghete	WET	Waghete	WET
Wagny	WGY	Wagny	WGY
Wahpeton	WAH	Harry Stern	WAH
Waiheke Island	WIK	Waiheke Island	WIK
Waikoloa	WKL	Heliport	WKL
Waingapu	WGP	Umbu Mehang Kunda	WGP
Wairoa	WIR	Wairoa	WIR
Wajir	WJR	Wajir	WJR
Wakkanai	WKJ	Wakkanai	WKJ
Wakunai	WKN	Wakunai	WKN
Walaha	WLH	Walaha	WLH
Walcha	WLC	Walcha	WLC
Waldron Island	WDN	Waldronaire	WDN
Wales	WAA	Wales	WAA
Walgett	WGE	Walgett	WGE
Walker's Cay	WKR	Walker's Cay	WKR
Wallal Downs	WLA	Wallal Downs	WLA
Wallis Island	WLS	Hihifo	WLS
Wallops Island	WAL	Wallops Flt Facility	WAL
Walvis Bay	WVB	Walvis Bay	WVB
Wamena	WMX	Wamena	WMX
Wana	WAF	Wana	WAF
Wanaka	WKA	Wanaka	WKA
Wang'an	WOT	Wang'an	WOT
Wangaratta	WGT	Wangaratta	WGT
Wantoat	WTT	Wantoat	WTT
Wanuma	WNU	Wanuma	WNU
Wanzhou	WXN	Wuqiao	WXN
Wapenamanda	WBM	Wapenamanda	WBM
Wapolu	WBC	Wapolu	WBC
Warangal	WGC	Warangal	WGC
Warder	WRA	Warder	WRA
Waris	WAR	Waris	WAR
Warner Robins	WRB	Robins AFB	WRB
Warracknabeal	WKB	Warracknabeal	WKB
Warrawagine Station	WRW	Warrawagine Station	WRW
Warrnambool	WMB	Warrnambool	WMB
Warsaw	WAW	Frederic Chopin	WAW
Warton	WRT	Warton	WRT
Warwick	WAZ	Warwick	WAZ
Washington	WAS	Baltimore/Wash. Intl	BWI
Washington	WAS	Ronald Reagan National	DCA
Washington	WAS	Dulles Intl	IAD
Washington	WAS	Metropolitan Area	WAS
Washington	WSG	Washington County	WSG
Wasilla	WWA	Wasilla	WWA
Wasior	WSR	Wasior	WSR
Wasjabo	WSO	Wasjabo	WSO
Waspam	WSP	Waspam	WSP
Wasu	WSU	Wasu	WSU
Wasua	WSA	Wasua	WSA
Wasum	WUM	Wasum	WUM
Waterford	WAT	Waterford	WAT
Waterloo	WLO	Waterloo	WLO
Waterville	WVL	Robert LaFleur	WVL
Watsonville	WVI	Municipal	WVI
Wau	WUG	Wau	WUG
Wau	WUU	Wau	WUU
Wauchope	WAU	Wauchope	WAU
Wave Hill	WAV	Wave Hill	WAV
Waverney	WAN	Waverney	WAN
Wawoi Falls	WAJ	Wawoi Falls	WAJ
Waynesburg	WAY	Greene County	WAY
Weam	WEP	Weam	WEP
Weatherford	WEA	Regional	WEA
Wedau	WED	Wedau	WED
Wee Waa	WEW	Wee Waa	WEW
Weerawila	WRZ	Weerawila	WRZ
Weifang	WEF	Weifang	WEF
Weihai	WEH	Dashuibo	WEH
Weipa	WEI	Weipa	WEI
Welkom	WEL	Welkom	WEL
Wellington	WLG	International	WLG
Welshpool	WHL	Welshpool	WHL
Wenshan	WNH	Puzhehei	WNH
Wenzhou	WNZ	Yongqiang Intl	WNZ
West Angelas	WLP	West Angelas	WLP
West Branch	WBK	West Branch Community	WBK
West End	WTD	West End	WTD
West Sound	WSX	Sea Plane Base	WSX
West Wyalong	WWY	West Wyalong	WWY
West Yellowstone	WYS	Yellowstone	WYS
Westerly	WST	State	WST
Westport	WSZ	Westport	WSZ
Westray	WRY	Westray	WRY
Wewak	WWK	Wewak	WWK
Whakatane	WHK	Whakatane	WHK
Whale Pass	WWP	North Whale SPB	WWP
Whalsay	WHS	Whalsay	WHS
Whanganui	WAG	Whanganui	WAG
Whangarei	WRE	Whangarei	WRE
Wharton	WHT	Regional	WHT
White Mountain	WMO	White Mountain	WMO
White Sands	WSD	Condron AAF	WSD
Whiteriver	WTR	Whiteriver	WTR
Whitianga	WTZ	Whitianga	WTZ
Whyalla	WYA	Whyalla	WYA
Wick	WIC	Wick	WIC
Wiesbaden	WIE	AAF	WIE
Wilcannia	WIO	Wilcannia	WIO
Wildwood	WWD	Cape May County	WWD
Wilhelmshaven	WVN	Mariensiel	WVN
Wilkes-Barre	AVP	Wyoming Valley	WBW
Willow	WOW	Willow	WOW
Willows	WLW	Glenn County	WLW
Wiluna	WUN	Wiluna	WUN
Winchester	WGO	Regional	WGO
Windarling	WRN	Windarling	WRN
Windarra	WND	Windarra	WND
Winder	WDR	Barrow County	WDR
Windhoek	WDH	Eros	ERS
Windhoek	WDH	Metropolitan Area	WDH
Windhoek	WDH	Hosea Kutako Intl	WDH
Windorah	WNR	Windorah	WNR
Winfield/Arkansas City	WLD	Strother Field	WLD
Winnemucca	WMC	Municipal	WMC
Winton	WIN	Winton	WIN
Wipim	WPM	Wipim	WPM
Wiseman	WSM	Wiseman	WSM
Wittenoom	WIT	Wittenoom	WIT
Witu	WIU	Witu	WIU
Woitape	WTP	Woitape	WTP
Woja Island	WJA	Woja Island	WJA
Wollogorang	WLL	Wollogorang	WLL
Wollongong	WOL	Illawarra	WOL
Wondai	WDI	Wondai	WDI
Wondoola	WON	Wondoola	WON
Wonenara	WOA	Wonenara	WOA
Wonju	WJU	Wonju	WJU
Wonsan	WOS	Wonsan	WOS
Woodford	WFD	Woodford	WFD
Woodie Woodie	WWI	Woodie Woodie	WWI
Woodward	WWR	West Woodward	WWR
Wora na Yeno	WNE	Wora na Yeno	WNE
Worland	WRL	Municipal	WRL
Wotho Island	WTO	Wotho Island	WTO
Wotje Island	WTE	Wotje Island	WTE
Wrangell	WRG	Wrangell	WRG
Wrightstown	WRI	McGuire AFB	WRI
Wroclaw	WRO	Nicolaus Copernicus	WRO
Wrotham Park	WPK	Wrotham Park	WPK
Wudinna	WUD	Wudinna	WUD
Wuhai	WUA	Wuhai	WUA
Wuhan	WUH	Tianhe Intl	WUH
Wuhu	WHU	Wuhu	WHU
Wunnummin Lake	WNN	Wunnummin Lake	WNN
Wuvulu Island	WUV	Wuvulu Island	WUV
Wuxi	WUX	Sunan Shuofang	WUX
Wuyishan	WUS	Wuyishan	WUS
Wuzhou	WUZ	Changzhoudao	WUZ
Wyndham	WYN	Wyndham	WYN
Xinzhou	WUT	Xinzhou Wutaishan	WUT
Yengema	WYE	Yengema	WYE
Yes Bay	WYB	Yes Bay Lodge SPB	WYB
Zuara	WAX	Zuara	WAX

Displaying 240 result(s)
